Date,Open,High,Low,Close,Volume,Adj Close
1999-08-10,57.36,58.10,57.05,57.63,34300,46.66
1999-08-09,57.42,58.65,57.30,57.36,1600,46.43
1999-08-06,57.30,58.16,57.30,58.16,2700,47.08
1999-08-05,58.16,58.16,57.30,58.16,1500,47.08
1999-08-04,57.30,58.03,57.30,57.76,7900,46.76
1999-08-03,57.67,57.79,57.67,57.79,5200,46.78
1999-08-02,58.16,58.16,57.67,57.79,4400,46.78
1999-07-30,58.65,58.65,57.85,57.85,3500,46.83
1999-07-29,58.59,58.77,58.16,58.40,6000,47.28
1999-07-28,57.91,58.65,57.17,58.65,9200,47.48
1999-07-27,58.10,59.14,57.48,57.67,6100,46.68
1999-07-26,58.10,58.40,57.17,57.67,4000,46.68
1999-07-23,57.97,58.03,56.80,58.03,2700,46.98
1999-07-22,58.10,58.10,56.68,56.80,21400,45.98
1999-07-21,56.68,58.10,56.68,56.68,6300,45.88
1999-07-20,57.17,57.17,56.56,56.68,9000,45.88
1999-07-19,57.05,58.28,56.68,56.68,8800,45.88
1999-07-16,56.93,57.17,56.62,57.16,9200,46.27
1999-07-15,56.37,56.93,56.37,56.56,8800,45.78
1999-07-14,56.37,56.93,56.37,56.37,25700,45.63
1999-07-13,56.62,56.93,56.25,56.62,12900,45.83
1999-07-12,56.25,56.68,55.45,56.31,6800,45.58
1999-07-09,56.68,56.80,56.25,56.68,6700,45.88
1999-07-08,56.62,56.80,56.19,56.68,16400,45.88
1999-07-07,56.12,56.80,55.39,56.12,3600,45.44
1999-07-06,56.12,57.05,55.08,55.88,8900,45.24
1999-07-02,55.69,56.80,54.40,55.32,11200,44.79
1999-07-01,55.45,55.94,55.20,55.20,6000,44.69
1999-06-30,55.94,55.94,55.20,55.20,23500,44.69
1999-06-29,55.69,55.94,55.45,55.92,7000,45.27
1999-06-28,55.20,55.69,55.20,55.69,1800,45.09
1999-06-25,55.69,55.88,55.20,55.20,4500,44.69
1999-06-24,55.82,55.94,55.20,55.69,7400,45.09
1999-06-23,54.89,56.06,54.89,55.20,21700,44.69
1999-06-22,55.20,55.32,54.83,55.08,13500,44.59
1999-06-21,54.22,54.71,53.66,54.71,8400,44.29
1999-06-18,54.22,54.34,53.72,53.72,88000,43.49
1999-06-17,54.22,54.22,53.72,54.22,5300,43.89
1999-06-16,53.72,54.15,53.72,54.15,4700,43.84
1999-06-15,53.72,54.09,53.72,53.91,1400,43.64
1999-06-14,53.72,54.22,53.72,53.78,3400,43.54
1999-06-11,53.72,54.22,53.72,54.22,20500,43.89
1999-06-10,53.78,54.09,53.78,54.06,1500,43.76
1999-06-09,54.09,54.09,53.85,54.09,2000,43.79
1999-06-08,54.22,54.22,53.85,54.22,4900,43.89
1999-06-07,53.85,54.22,53.85,54.22,6300,43.89
1999-06-04,54.15,54.22,53.85,53.85,6300,43.59
1999-06-03,54.09,54.15,54.09,54.09,800,43.79
1999-06-02,53.66,54.15,53.66,54.15,2700,43.84
1999-06-01,53.60,53.72,53.60,53.60,1400,43.39
1999-05-28,53.72,53.85,53.60,53.60,3900,43.39
1999-05-27,53.72,53.97,53.60,53.78,1900,43.54
1999-05-26,53.60,53.60,53.60,53.60,11500,43.39
1999-05-25,53.60,54.09,53.60,54.09,11400,43.79
1999-05-24,54.22,54.22,53.60,53.60,400,43.39
1999-05-21,53.60,54.22,53.60,53.91,2200,43.64
1999-05-20,54.22,54.22,53.60,53.60,5500,43.39
1999-05-19,53.66,54.22,53.60,53.60,11100,43.39
1999-05-18,53.97,53.97,53.41,53.41,2800,43.04
1999-05-17,53.97,53.97,53.35,53.35,29600,42.99
1999-05-14,53.35,53.97,53.35,53.97,2000,43.48
1999-05-13,53.97,53.97,53.35,53.97,1900,43.48
1999-05-12,53.48,53.97,53.48,53.48,2600,43.09
1999-05-11,53.97,53.97,53.48,53.48,3600,43.09
1999-05-10,53.35,53.97,53.35,53.94,15300,43.46
1999-05-07,53.97,53.97,53.35,53.97,16500,43.48
1999-05-06,53.35,53.84,53.35,53.35,4000,42.99
1999-05-05,53.84,53.97,53.35,53.35,40500,42.99
1999-05-04,53.97,53.97,53.35,53.35,2800,42.99
1999-05-03,53.97,53.97,53.35,53.35,3100,42.99
1999-04-30,53.97,53.97,53.48,53.97,2500,43.48
1999-04-29,53.97,53.97,53.48,53.48,14900,43.09
1999-04-28,53.11,53.97,53.11,53.72,156400,43.29
1999-04-27,53.72,53.78,52.98,53.23,25000,42.89
1999-04-26,53.97,54.21,52.98,53.29,8200,42.94
1999-04-23,53.23,53.84,53.23,53.54,2600,43.14
1999-04-22,53.11,53.84,53.11,53.84,1800,43.38
1999-04-21,53.60,53.60,52.74,53.23,11300,42.89
1999-04-20,52.49,53.97,52.49,52.74,8400,42.49
1999-04-19,53.48,53.72,52.74,52.98,6000,42.69
1999-04-16,53.23,53.84,52.74,53.23,6600,42.89
1999-04-15,53.84,53.84,53.11,53.11,3200,42.79
1999-04-14,53.97,54.09,52.98,53.23,9000,42.89
1999-04-13,54.09,54.09,53.60,53.60,10500,43.19
1999-04-12,53.97,54.21,51.88,53.48,7900,43.09
1999-04-09,54.46,54.46,52.98,53.35,5800,42.99
1999-04-08,54.33,54.70,53.35,53.90,13400,43.43
1999-04-07,54.15,54.33,52.98,53.84,4200,43.38
1999-04-06,53.97,54.21,52.25,54.09,9100,43.58
1999-04-05,54.95,55.19,52.98,53.90,10500,43.43
1999-04-01,54.46,55.44,53.48,54.95,20100,44.27
1999-03-31,53.97,55.68,53.97,54.21,8800,43.68
1999-03-30,55.93,55.93,53.97,53.97,22300,43.48
1999-03-29,55.44,55.93,54.95,55.44,4400,44.67
1999-03-26,55.68,55.68,55.19,55.19,4700,44.47
1999-03-25,55.68,55.93,55.44,55.62,6400,44.82
1999-03-24,56.42,56.42,55.44,55.44,8400,44.67
1999-03-23,56.42,56.60,55.44,55.44,4300,44.67
1999-03-22,56.42,56.66,55.32,55.65,5600,44.84
1999-03-19,55.32,56.42,55.32,55.50,8200,44.72
1999-03-18,56.66,57.40,55.44,55.44,10800,44.67
1999-03-17,57.40,57.40,55.44,56.91,5800,45.85
1999-03-16,58.01,58.01,55.19,56.54,9400,45.56
1999-03-15,56.91,57.89,55.93,56.66,6900,45.66
1999-03-12,55.93,56.91,55.32,56.91,9700,45.85
1999-03-11,55.19,56.91,55.19,55.44,5000,44.67
1999-03-10,56.42,56.91,54.95,55.19,7800,44.47
1999-03-09,56.66,56.66,55.44,56.66,2800,45.66
1999-03-08,55.19,56.91,55.19,55.93,3300,45.06
1999-03-05,56.91,56.91,54.95,55.01,15900,44.32
1999-03-04,56.79,57.28,55.19,56.85,16100,45.81
1999-03-03,56.66,56.66,55.19,55.19,2300,44.47
1999-03-02,55.81,56.91,55.19,55.32,4200,44.57
1999-03-01,56.66,56.91,54.95,56.42,3100,45.46
1999-02-26,55.44,56.91,54.95,54.95,19500,44.27
1999-02-25,56.54,56.91,55.44,56.42,4200,45.46
1999-02-24,55.68,56.79,55.68,55.93,16000,45.06
1999-02-23,55.81,56.91,55.81,55.93,7400,45.06
1999-02-22,55.68,56.91,54.95,56.91,13000,45.85
1999-02-19,54.95,55.68,54.70,55.68,5200,44.87
1999-02-18,55.19,55.68,54.95,54.95,9200,44.27
1999-02-17,56.42,56.42,55.07,55.68,8900,44.87
1999-02-16,56.42,56.42,55.07,55.93,7100,44.86
1999-02-12,54.95,55.68,54.95,55.32,10900,44.37
1999-02-11,55.68,55.68,54.83,55.32,3200,44.37
1999-02-10,54.71,55.68,54.71,55.56,3600,44.57
1999-02-09,55.68,55.68,54.83,55.68,3000,44.67
1999-02-08,54.71,55.68,54.71,54.71,2200,43.88
1999-02-05,56.05,56.05,54.71,54.71,3900,43.88
1999-02-04,54.95,56.17,54.83,55.07,10600,44.18
1999-02-03,55.44,55.93,54.95,55.50,13200,44.52
1999-02-02,55.93,55.93,55.44,55.56,5400,44.57
1999-02-01,55.81,55.81,55.44,55.50,5300,44.52
1999-01-29,55.81,55.81,55.32,55.44,7000,44.47
1999-01-28,55.68,55.68,55.32,55.32,2500,44.37
1999-01-27,55.38,55.68,54.95,55.32,10200,44.37
1999-01-26,55.20,55.38,54.71,54.83,7300,43.98
1999-01-25,54.71,55.68,54.46,54.59,2900,43.79
1999-01-22,54.46,55.20,54.22,55.20,4000,44.28
1999-01-21,54.22,55.44,54.22,55.32,4000,44.37
1999-01-20,55.07,55.38,54.22,54.59,9200,43.79
1999-01-19,55.32,55.68,54.77,55.68,10900,44.67
1999-01-15,55.68,55.68,54.22,54.59,5500,43.79
1999-01-14,54.22,55.56,54.22,55.56,6700,44.57
1999-01-13,55.20,55.20,53.73,54.71,8100,43.88
1999-01-12,54.34,56.17,54.34,55.20,9300,44.28
1999-01-11,53.85,55.68,53.85,55.20,6600,44.28
1999-01-08,55.68,55.93,54.71,54.95,14400,44.08
1999-01-07,56.91,56.91,55.32,55.44,13000,44.47
1999-01-06,57.15,57.15,56.42,56.66,7000,45.45
1999-01-05,57.64,57.64,56.29,56.42,5000,45.25
1999-01-04,55.93,58.13,55.93,57.03,8700,45.74
1998-12-31,55.93,57.39,55.68,56.17,5500,45.06
1998-12-30,56.05,56.66,55.93,56.23,6400,45.11
1998-12-29,57.27,57.27,56.17,56.78,12500,45.55
1998-12-28,56.91,58.31,56.91,56.91,5800,45.65
1998-12-24,56.91,58.37,56.91,56.91,1600,45.65
1998-12-23,56.91,58.37,56.91,56.97,4700,45.70
1998-12-22,57.15,57.15,56.84,57.15,8700,45.84
1998-12-21,57.15,58.13,57.15,57.88,4500,46.43
1998-12-18,59.35,59.35,57.15,58.13,4600,46.63
1998-12-17,59.10,59.10,57.64,58.86,3900,47.21
1998-12-16,59.10,59.59,58.13,58.25,8300,46.72
1998-12-15,59.10,59.10,57.15,58.03,4300,46.55
1998-12-14,58.43,58.92,57.39,58.92,9900,47.26
1998-12-11,58.13,58.49,57.39,58.31,2500,46.77
1998-12-10,58.49,58.49,57.39,58.43,2300,46.87
1998-12-09,57.70,58.37,57.39,57.39,2300,46.04
1998-12-08,58.13,58.49,56.91,58.07,2200,46.58
1998-12-07,58.49,58.62,56.91,58.13,3300,46.63
1998-12-04,57.64,58.49,57.15,58.13,15600,46.63
1998-12-03,57.64,57.88,56.29,57.15,6900,45.84
1998-12-02,57.64,57.88,56.17,56.29,9500,45.16
1998-12-01,57.15,57.88,56.17,57.03,20000,45.74
1998-11-30,56.91,57.88,55.93,56.72,9800,45.50
1998-11-27,57.27,57.46,57.27,57.39,800,46.04
1998-11-25,57.15,58.62,57.15,57.52,4100,46.14
1998-11-24,57.52,58.62,57.27,58.62,5600,47.02
1998-11-23,57.39,58.62,57.39,57.52,16100,46.14
1998-11-20,58.13,58.62,57.64,58.62,3400,47.02
1998-11-19,58.62,58.62,58.13,58.62,26400,47.02
1998-11-18,57.64,58.37,57.64,58.00,7300,46.53
1998-11-17,57.40,59.10,56.42,57.88,10700,46.23
1998-11-16,59.83,59.83,57.88,57.88,9200,46.23
1998-11-13,58.37,58.86,58.37,58.37,3900,46.62
1998-11-12,58.73,59.77,58.49,58.76,1800,46.93
1998-11-11,59.34,59.58,58.49,58.49,1300,46.72
1998-11-10,58.37,60.19,58.37,59.83,7300,47.78
1998-11-09,60.31,60.31,59.34,60.07,1400,47.98
1998-11-06,59.34,60.31,58.43,60.07,10200,47.98
1998-11-05,60.31,60.31,59.34,60.07,8500,47.98
1998-11-04,60.19,60.25,59.34,59.34,5000,47.40
1998-11-03,59.58,60.19,59.10,60.19,3600,48.07
1998-11-02,58.61,60.31,58.61,59.10,7200,47.20
1998-10-30,60.25,60.31,58.25,58.61,5700,46.81
1998-10-29,60.01,60.01,58.61,59.34,4000,47.40
1998-10-28,58.37,60.25,58.37,60.16,1200,48.05
1998-10-27,60.31,60.31,59.34,59.34,800,47.40
1998-10-26,59.95,60.07,57.40,59.34,2800,47.40
1998-10-23,57.40,59.95,57.40,58.73,2500,46.91
1998-10-22,58.00,59.71,57.88,59.71,7500,47.69
1998-10-21,57.40,58.00,57.27,58.00,30500,46.33
1998-10-20,58.49,59.04,57.64,57.64,18300,46.04
1998-10-19,58.49,58.49,57.40,58.37,1100,46.62
1998-10-16,58.37,58.61,56.79,57.40,6000,45.84
1998-10-15,56.67,58.37,56.67,58.00,5000,46.33
1998-10-14,56.91,58.37,56.91,58.37,700,46.62
1998-10-13,56.67,58.31,56.67,56.91,3400,45.45
1998-10-12,57.40,58.13,56.42,58.13,1200,46.42
1998-10-09,56.67,58.37,56.42,56.91,4500,45.45
1998-10-08,56.67,56.91,56.67,56.67,2300,45.26
1998-10-07,57.40,57.40,56.67,56.67,4800,45.26
1998-10-06,56.91,57.40,56.67,56.67,7900,45.26
1998-10-05,57.40,57.40,56.67,57.40,5100,45.84
1998-10-02,56.67,58.13,56.67,56.67,1500,45.26
1998-10-01,58.37,58.37,56.67,56.67,5400,45.26
1998-09-30,57.88,58.37,57.03,58.37,2100,46.62
1998-09-29,60.31,60.31,58.37,58.37,6200,46.62
1998-09-28,58.37,60.56,58.37,59.46,2700,47.49
1998-09-25,60.31,60.31,59.34,59.34,3400,47.40
1998-09-24,60.56,60.56,59.83,59.83,3000,47.78
1998-09-23,62.20,62.20,59.34,60.56,6400,48.37
1998-09-22,63.23,63.23,60.80,60.80,7500,48.56
1998-09-21,61.53,62.26,61.53,62.14,1900,49.63
1998-09-18,61.53,63.23,61.53,63.23,3200,50.50
1998-09-17,61.53,63.23,61.53,62.26,2300,49.73
1998-09-16,63.23,63.23,61.53,61.53,2600,49.14
1998-09-15,63.23,63.23,61.53,63.23,3000,50.50
1998-09-14,61.90,63.35,61.90,62.50,2800,49.92
1998-09-11,63.05,63.17,61.77,63.17,800,50.45
1998-09-10,62.26,63.17,61.77,63.17,1300,50.45
1998-09-09,62.50,62.62,61.77,62.62,1000,50.02
1998-09-08,63.23,63.23,62.26,63.23,4700,50.50
1998-09-04,61.29,63.23,61.29,63.23,5600,50.50
1998-09-03,62.75,63.23,61.41,63.23,1800,50.50
1998-09-02,63.48,63.48,62.50,63.23,8600,50.50
1998-09-01,63.35,63.35,59.34,62.50,15700,49.92
1998-08-31,62.62,62.62,60.07,60.07,6800,47.98
1998-08-28,61.29,65.18,60.31,62.50,6800,49.92
1998-08-27,61.29,63.23,61.04,63.23,10200,50.50
1998-08-26,62.26,63.23,61.29,61.53,5400,49.14
1998-08-25,66.15,66.15,61.29,61.29,1900,48.95
1998-08-24,64.69,65.66,62.99,65.18,5200,52.06
1998-08-21,67.61,67.61,61.04,63.48,4600,50.70
1998-08-20,62.26,66.64,62.26,62.75,2500,50.11
1998-08-19,64.45,65.30,62.26,62.26,800,49.73
1998-08-18,62.02,64.08,62.02,64.08,1900,50.98
1998-08-17,65.66,65.66,62.02,62.02,1100,49.34
1998-08-14,62.02,63.72,62.02,62.02,1100,49.34
1998-08-13,63.96,65.60,62.02,63.72,5700,50.69
1998-08-12,68.81,68.81,64.45,64.45,5500,51.27
1998-08-11,65.42,67.60,61.18,66.63,16700,53.01
1998-08-10,69.78,69.78,65.66,66.39,13400,52.81
1998-08-07,65.42,73.41,64.69,71.96,17300,57.25
1998-08-06,61.06,65.17,61.06,65.17,8300,51.85
1998-08-05,58.63,61.06,58.63,61.06,10900,48.57
1998-08-04,56.69,59.12,56.69,58.39,5300,46.45
1998-08-03,58.87,58.87,56.69,57.09,10900,45.42
1998-07-31,58.03,58.87,57.18,58.15,7100,46.26
1998-07-30,58.27,58.87,57.30,58.03,4800,46.16
1998-07-29,57.66,58.87,57.18,58.27,21000,46.36
1998-07-28,58.87,58.87,57.66,57.72,1500,45.92
1998-07-27,59.12,59.12,57.78,58.87,4100,46.84
1998-07-24,58.75,59.12,58.15,58.94,1500,46.89
1998-07-23,58.75,60.09,58.75,58.75,3200,46.74
1998-07-22,61.78,61.78,58.63,58.63,9600,46.65
1998-07-21,60.09,62.02,60.09,60.09,1600,47.80
1998-07-20,60.09,62.02,60.09,61.06,2100,48.57
1998-07-17,61.96,62.02,60.09,62.02,1400,49.34
1998-07-16,60.33,62.27,60.09,61.06,3000,48.57
1998-07-15,62.02,62.02,60.09,62.02,6600,49.34
1998-07-14,60.21,61.06,60.09,60.09,1300,47.80
1998-07-13,60.33,62.27,60.33,61.42,3000,48.86
1998-07-10,62.27,62.27,60.33,62.27,4900,49.54
1998-07-09,61.42,62.87,61.30,61.42,6000,48.86
1998-07-08,62.02,62.02,61.42,62.02,2000,49.34
1998-07-07,62.15,63.60,61.54,62.87,9800,50.02
1998-07-06,63.96,63.96,62.51,62.51,5400,49.73
1998-07-02,63.36,63.72,63.36,63.48,3200,50.50
1998-07-01,64.08,64.27,63.36,63.36,2700,50.40
1998-06-30,65.30,65.30,64.08,64.08,6300,50.98
1998-06-29,65.42,65.42,64.57,65.05,5400,51.75
1998-06-26,65.30,65.78,64.93,65.17,13800,51.85
1998-06-25,65.30,65.30,65.05,65.17,18300,51.85
1998-06-24,65.42,65.42,64.93,65.17,18500,51.85
1998-06-23,64.69,65.66,64.69,64.99,13300,51.71
1998-06-22,65.78,65.78,64.69,65.66,1200,52.24
1998-06-19,65.54,66.14,64.93,65.42,24000,52.04
1998-06-18,65.54,66.14,65.54,65.84,2500,52.38
1998-06-17,65.42,66.63,65.42,65.54,14100,52.14
1998-06-16,64.08,64.93,63.48,64.33,8700,51.18
1998-06-15,63.60,64.93,63.24,64.69,10700,51.47
1998-06-12,62.27,63.24,61.90,63.24,10000,50.31
1998-06-11,61.06,61.66,61.06,61.33,8900,48.79
1998-06-10,61.06,62.02,61.06,61.54,2100,48.96
1998-06-09,63.48,63.48,61.30,61.66,12000,49.06
1998-06-08,61.06,62.51,60.93,61.78,10000,49.15
1998-06-05,61.06,61.06,60.09,61.06,3400,48.57
1998-06-04,60.09,61.06,60.09,61.06,2900,48.57
1998-06-03,60.09,60.57,60.09,60.33,4900,48.00
1998-06-02,60.33,61.06,60.09,60.21,30000,47.90
1998-06-01,61.06,61.06,60.21,60.33,1900,48.00
1998-05-29,60.33,61.06,60.33,60.39,2600,48.04
1998-05-28,60.57,61.06,60.33,61.06,5100,48.57
1998-05-27,61.06,61.06,60.45,60.57,34100,48.19
1998-05-22,61.06,61.06,60.45,61.06,7200,48.57
1998-05-21,61.06,61.06,60.33,60.87,19500,48.43
1998-05-20,60.21,61.06,60.21,61.06,1400,48.57
1998-05-19,60.21,60.75,59.85,60.75,8900,48.13
1998-05-18,59.85,60.09,59.85,60.09,2400,47.61
1998-05-15,60.21,60.21,59.85,59.85,400,47.42
1998-05-14,59.85,60.81,59.85,59.97,50700,47.51
1998-05-13,60.81,60.81,59.85,60.81,9000,48.18
1998-05-12,60.81,60.81,59.85,60.33,3100,47.80
1998-05-11,60.81,60.81,58.64,59.85,7900,47.42
1998-05-08,59.49,60.81,58.88,60.33,6800,47.80
1998-05-07,60.81,60.81,59.61,59.85,1900,47.42
1998-05-06,60.81,60.81,59.85,60.21,2900,47.70
1998-05-05,60.57,60.81,60.33,60.81,14100,48.18
1998-05-04,59.00,60.81,59.00,60.45,24500,47.89
1998-05-01,60.33,60.33,59.00,59.00,4200,46.75
1998-04-30,60.33,60.33,58.88,59.00,4000,46.75
1998-04-29,60.81,60.81,59.00,59.00,2700,46.75
1998-04-28,58.88,60.33,58.88,59.06,2600,46.80
1998-04-27,59.73,60.69,59.36,59.36,3800,47.03
1998-04-24,60.57,60.57,59.61,59.73,7300,47.32
1998-04-23,60.57,60.57,59.12,60.09,20600,47.61
1998-04-22,60.81,60.81,59.61,59.61,3200,47.23
1998-04-21,60.81,61.05,59.73,60.57,5400,47.99
1998-04-20,60.81,60.81,59.24,60.75,900,48.13
1998-04-17,59.61,59.85,59.12,59.85,3000,47.42
1998-04-16,61.18,61.18,59.85,60.81,2800,48.18
1998-04-15,60.81,61.30,59.36,59.97,15700,47.51
1998-04-14,60.33,60.33,58.40,59.85,3000,47.42
1998-04-13,58.88,60.33,57.92,58.64,12700,46.46
1998-04-09,59.12,59.12,57.92,58.88,8900,46.65
1998-04-08,59.12,59.12,57.43,57.43,6200,45.50
1998-04-07,58.88,59.12,57.43,58.28,3000,46.17
1998-04-06,56.95,58.64,56.65,58.64,16700,46.46
1998-04-03,56.83,56.83,55.62,56.23,5400,44.55
1998-04-02,55.14,55.99,55.02,55.62,17000,44.07
1998-04-01,56.35,56.35,55.14,55.14,5500,43.69
1998-03-31,55.50,55.87,55.50,55.75,7200,44.17
1998-03-30,55.75,55.99,55.02,55.14,7900,43.69
1998-03-27,55.87,55.87,55.02,55.56,3900,44.02
1998-03-26,55.99,55.99,55.02,55.87,5300,44.26
1998-03-25,55.99,55.99,54.42,55.62,5000,44.07
1998-03-24,54.30,56.23,54.30,55.02,8100,43.59
1998-03-23,56.35,56.35,54.30,54.30,9800,43.02
1998-03-20,56.35,56.35,55.50,55.68,8200,44.12
1998-03-19,55.99,56.83,55.26,56.41,6300,44.69
1998-03-18,55.26,56.47,55.02,56.47,16700,44.74
1998-03-17,54.66,55.26,54.66,55.20,8800,43.74
1998-03-16,55.26,55.26,54.66,54.66,4100,43.31
1998-03-13,56.47,56.47,55.02,55.14,13300,43.69
1998-03-12,54.54,55.99,54.54,55.75,7600,44.17
1998-03-11,55.50,56.41,54.30,54.90,24000,43.50
1998-03-10,56.47,56.47,55.02,55.93,3700,44.31
1998-03-09,55.99,56.95,55.50,56.23,5200,44.55
1998-03-06,56.95,57.92,55.99,57.92,3000,45.89
1998-03-05,57.92,58.04,55.99,55.99,4000,44.36
1998-03-04,58.52,58.70,58.52,58.52,3900,46.37
1998-03-03,58.88,58.88,57.43,58.64,4400,46.46
1998-03-02,57.19,58.88,57.19,58.52,2800,46.37
1998-02-27,57.19,58.88,57.19,57.68,4000,45.70
1998-02-26,57.19,58.88,57.19,58.88,3100,46.65
1998-02-25,58.16,58.88,58.16,58.88,1600,46.65
1998-02-24,58.88,59.36,58.64,58.88,7000,46.65
1998-02-23,59.24,59.24,58.40,58.64,5100,46.46
1998-02-20,59.36,59.36,58.40,59.36,4100,47.03
1998-02-19,59.36,59.36,58.40,58.40,2900,46.27
1998-02-18,59.36,59.36,58.40,58.40,6700,46.27
1998-02-17,57.68,59.24,56.72,58.28,19900,45.98
1998-02-13,56.00,57.20,56.00,57.20,2300,45.12
1998-02-12,56.72,57.20,56.06,57.20,2600,45.12
1998-02-11,57.68,57.68,56.00,57.68,2700,45.50
1998-02-10,57.68,57.68,55.76,57.68,4300,45.50
1998-02-09,56.24,57.68,54.79,57.68,8500,45.50
1998-02-06,55.76,57.44,54.31,54.31,5200,42.85
1998-02-05,54.79,56.24,54.79,56.00,3800,44.17
1998-02-04,55.28,55.28,54.55,54.79,4500,43.23
1998-02-03,54.07,55.28,54.07,55.15,23000,43.51
1998-02-02,55.28,55.28,53.83,54.13,6500,42.71
1998-01-30,53.95,55.76,53.83,53.83,4400,42.47
1998-01-29,55.64,56.24,53.83,54.55,10300,43.04
1998-01-28,55.64,56.00,55.64,55.76,1400,43.99
1998-01-27,55.64,56.72,55.64,55.64,1100,43.89
1998-01-26,56.36,57.68,55.64,55.76,5400,43.99
1998-01-23,57.68,57.68,56.36,57.02,900,44.98
1998-01-22,56.48,57.68,56.36,57.68,1800,45.50
1998-01-21,56.72,57.92,56.36,56.36,3000,44.46
1998-01-20,56.48,57.92,54.73,57.92,76400,45.69
1998-01-16,56.24,57.92,56.24,57.92,20700,45.69
1998-01-15,60.32,60.32,56.24,56.24,21200,44.36
1998-01-14,62.00,63.45,60.32,60.32,9200,47.59
1998-01-13,62.48,63.93,62.24,62.24,14200,49.10
1998-01-12,63.45,64.89,62.48,62.48,17000,49.29
1998-01-09,66.57,66.57,64.89,64.89,3800,51.19
1998-01-08,66.57,66.57,65.91,66.09,493700,52.14
1998-01-07,65.85,66.57,65.85,66.57,78000,52.52
1998-01-06,67.05,67.05,65.85,66.33,136800,52.33
1998-01-05,66.45,67.05,65.37,67.05,7000,52.90
1998-01-02,66.33,66.57,65.13,66.45,6300,52.42
1997-12-31,65.85,66.33,65.13,66.33,2800,52.33
1997-12-30,65.61,65.85,65.61,65.85,2500,51.95
1997-12-29,65.73,65.73,63.93,65.13,8400,51.38
1997-12-26,63.69,64.29,63.69,64.29,4500,50.72
1997-12-24,63.21,63.69,63.21,63.69,5000,50.24
1997-12-23,63.69,63.69,63.21,63.69,2300,50.24
1997-12-22,63.45,63.93,62.85,63.21,52800,49.86
1997-12-19,63.21,63.45,62.85,63.21,14700,49.86
1997-12-18,64.05,64.05,63.21,63.57,13400,50.15
1997-12-17,63.57,64.05,63.21,64.05,4000,50.53
1997-12-16,62.97,63.69,62.73,63.57,14700,50.15
1997-12-15,62.48,62.48,61.28,61.52,7800,48.54
1997-12-12,61.52,61.52,60.92,61.52,2900,48.54
1997-12-11,61.52,61.52,60.92,61.40,2100,48.44
1997-12-10,61.04,61.40,60.92,61.28,15400,48.35
1997-12-09,60.56,61.52,60.56,61.52,3600,48.54
1997-12-08,60.92,61.16,60.32,60.56,3200,47.78
1997-12-05,59.72,60.68,59.72,60.68,5300,47.87
1997-12-04,60.56,60.56,59.72,60.44,1200,47.68
1997-12-03,59.48,60.44,59.48,59.96,8300,47.30
1997-12-02,59.12,59.48,59.12,59.48,7700,46.92
1997-12-01,59.36,59.84,58.88,59.36,5700,46.83
1997-11-28,59.24,59.24,59.24,59.24,100,46.73
1997-11-26,58.88,59.24,58.88,59.24,3400,46.73
1997-11-25,58.88,59.36,58.88,58.88,4800,46.45
1997-11-24,58.88,59.30,58.88,59.30,5600,46.78
1997-11-21,58.88,58.88,58.52,58.70,2500,46.31
1997-11-20,58.64,59.00,58.28,58.88,3500,46.45
1997-11-19,58.64,58.64,58.64,58.64,300,46.26
1997-11-18,58.52,58.52,58.16,58.40,2100,45.87
1997-11-17,58.64,58.64,58.04,58.52,2800,45.97
1997-11-14,57.68,58.16,57.68,57.92,2000,45.50
1997-11-13,57.68,58.16,57.68,58.16,5200,45.69
1997-11-12,58.04,58.28,57.92,57.92,5000,45.50
1997-11-11,57.68,58.04,57.68,58.04,900,45.59
1997-11-10,58.16,58.16,57.68,58.04,4600,45.59
1997-11-07,58.16,58.16,57.44,57.92,2200,45.50
1997-11-06,58.16,58.16,58.16,58.16,1100,45.69
1997-11-05,57.44,57.92,56.96,57.92,3900,45.50
1997-11-04,56.96,57.44,56.96,57.44,900,45.12
1997-11-03,56.96,57.32,56.48,56.96,8200,44.75
1997-10-31,56.72,56.96,56.25,56.96,10900,44.75
1997-10-30,56.48,56.48,55.77,56.25,7200,44.18
1997-10-29,56.25,56.72,55.53,56.48,11100,44.37
1997-10-28,55.65,56.25,55.05,55.53,15400,43.62
1997-10-27,56.01,56.72,55.53,55.53,9900,43.62
1997-10-24,56.72,56.72,56.01,56.48,3800,44.37
1997-10-23,56.25,56.72,55.77,55.77,4700,43.81
1997-10-22,55.53,57.32,55.53,56.72,13800,44.56
1997-10-21,55.77,55.89,55.53,55.53,6100,43.62
1997-10-20,55.65,55.65,55.47,55.65,2900,43.71
1997-10-17,55.29,55.77,55.29,55.77,1700,43.81
1997-10-16,55.29,55.77,55.29,55.77,28300,43.81
1997-10-15,55.77,55.77,55.29,55.29,2700,43.43
1997-10-14,55.29,55.77,55.29,55.65,3400,43.71
1997-10-13,55.53,55.89,55.29,55.29,2100,43.43
1997-10-10,55.29,55.89,55.29,55.89,300,43.90
1997-10-09,55.29,55.89,55.29,55.29,1900,43.43
1997-10-08,55.05,56.01,55.05,55.89,4800,43.90
1997-10-07,55.53,55.53,55.05,55.05,4000,43.24
1997-10-06,55.53,55.53,55.17,55.53,7800,43.62
1997-10-03,55.53,55.53,55.05,55.41,2800,43.52
1997-10-02,55.53,55.53,55.05,55.53,3100,43.62
